33	Alatreon	❶	Head	Dragon	85	85	30	6	5	5	6	9	100		1	12		75	Element
34	Alatreon	❶	Neck	Dragon	85	85	30	6	5	5	6	9	–						
35	Alatreon	❸	Body	Dragon	20	25	45	3	2	2	3	4	–						
36	Alatreon	❷	Wings	Dragon	35	35	25	8	6	6	8	11	–						
37	Alatreon	❷	Arms	Dragon	60	60	20	10	8	8	10	14	–						
38	Alatreon	❸	Legs	Dragon	40	40	25	8	6	6	8	11	–						
39	Alatreon	❸	Tail	Dragon	40	35	40	5	4	4	5	7	–						
40	Ancient Leshen	❶	Head		65	65	50	25	0	15	10	15	100	15000	B	5	15000		L,R
41	Ancient Leshen	❸	Body		45	45	25	20	0	10	5	10	–	9000	B	5	9000		
42	Ancient Leshen	❷	Arms		45	45	30	20	0	10	5	10	–	7500					
43	Ancient Leshen	❷	Legs		45	45	30	20	0	10	5	10	–	9000	B	5	9000		
44	Anjanath	❶	Nose		80	75	90	0	30	15	20	10	100						
45	Anjanath	❶	Head		70	70	65	0	25	10	15	5	100	150			750		
46	Anjanath	❶	Neck		30	30	10	0	20	5	15	5	–						
47	Anjanath	❸	Wings		80	45	90	0	30	15	20	10	–						
48	Anjanath	❸	Body		30	30	45	0	15	5	10	0	–	350					
49	Anjanath	❷	Legs		30	30	10	0	15	5	10	0	–	80	3	3	240		L,R
50	Anjanath	❷	Legs 	Broken	45	45	50	0	15	5	10	0	–						L,R
51	Anjanath	❸	Tail		60	60	75	0	20	10	15	5	–	100				350	
52	Azure Rathalos	❶	Head		60	65	55	0	15	15	20	30	100	240	^	12	480		
53	Azure Rathalos	❶	Neck		30	35	25	0	5	5	10	20	–						
54	Azure Rathalos	❸	Body		22	22	20	0	5	5	10	20	–	300			300		
55	Azure Rathalos	❸	Back		22	22	20	0	5	5	10	20	–						
56	Azure Rathalos	❷	Wings		50	45	40	0	10	10	15	25	–	220			220		L,R
57	Azure Rathalos	❸	Legs		35	35	30	0	0	0	5	15	–	190	1	8			L,R
58	Azure Rathalos	❹	Tail		25	25	20	0	5	5	10	20	–	200				200	
59	Azure Rathalos	❹	Tail Tip		55	50	45	0	10	10	15	25	–						
60	Banbaro	❶	Horns		30	45	35	10	0	5	0	15	100	250			300		x2 Break
61	Banbaro	❶	Horns	Broken	65	65	55	20	0	10	0	25	100		3	13			
62	Banbaro	❶	Head		65	65	55	20	0	10	0	25	100						
63	Banbaro	❶	Neck		45	45	35	5	0	0	0	10	–						
64	Banbaro	❹	Body		30	30	25	0	0	0	0	5	–	300					
65	Banbaro	❷	Forearms		30	30	25	0	0	0	0	5	–						
66	Banbaro	❷	Hind Legs		45	45	45	0	0	0	0	5	–	300	1	10	300		L,R
67	Banbaro	❷	Hind Legs	Broken	55	55	50	5	0	0	0	10	–						
68	Banbaro	❸	Tail		35	35	25	0	0	0	0	5	–	250				400	
69	Barioth	❶	Head		65	70	55	20	10	15	0	15	100	260	B	9	780		
70	Barioth	❶	Neck/Back		30	30	25	5	5	5	0	5	–						
71	Barioth	❸	Belly		38	38	25	10	0	5	0	5	–	400					
72	Barioth	❷	Claws		21	45	25	35	5	25	0	10	–	200	B	9	200		L,R
73	Barioth	❷	Claws	Broken	25	45	30	20	5	15	0	10	–		2	5			
74	Barioth	❷	Wings		30	45	20	10	0	5	0	5	–						
75	Barioth	❷	Front Legs		40	45	35	15	0	10	0	5	–						
76	Barioth	❸	Hind Legs		25	24	25	5	5	5	0	5	–	220					L,R
77	Barioth	❹	Tail		45	23	45	10	0	5	0	5	–	200					
78	Barioth	❹	Tail Tip		60	40	40	15	0	10	0	5	–	200				400	
79	Barroth	❶	Head		22	25	10	20	0	0	15	10	100	150				200	
80	Barroth	❶	Head 	Mud	20	24	9	0	80	0	15	10	100	25			25		
81	Barroth	❸	Body		46	46	50	20	0	0	10	5	–	200					
82	Barroth	❸	Body 	Mud	24	24	20	0	80	0	15	10	–	25			25		
83	Barroth	❸	Forearms		80	85	75	30	0	0	10	5	–	180			180		
84	Barroth	❸	Forearms 	Mud	35	38	30	0	80	0	15	10	–	25			25		
85	Barroth	❷	Hindlegs		40	35	25	20	0	0	10	5	–	120	1*	12	120		L,R
86	Barroth	❷	Hindlegs 	Mud	24	24	20	0	80	0	15	10	–	25			25		L,R
87	Barroth	❹	Tail		55	50	40	25	0	0	15	10	–	200				450	
88	Barroth	❹	Tail 	Mud	25	25	22	0	80	0	15	10	–	25			25		
89	Bazelgeuse	❶	Head		80	85	60	0	15	25	20	20	100	300			600		
90	Bazelgeuse	❸	Body		45	45	35	0	5	15	10	10	–	320			320		
91	Bazelgeuse	❸	Back		30	30	25	0	5	15	10	10	–						
92	Bazelgeuse	❷	Legs		36	34	30	0	5	15	10	10	–	240	1	8			
93	Bazelgeuse	❷	Wings		25	25	65	0	5	15	10	10	–	180			180		L,R
94	Bazelgeuse	❶	Tail		75	70	55	0	10	20	15	15	–	280				500	
95	Behemoth	❸	Horn		20	30	5	15	50	35	40	85	100	500			750		
96	Behemoth	❸	Horn 	Broken	10	15	5	5	10	5	5	25	100	500					
97	Behemoth	❸	Head		60	55	50	0	25	10	10	5	100	2500					
98	Behemoth	❶	Shoulder		20	10	15	5	10	5	5	15	–						
99	Behemoth	❶	Forearms		50	40	45	5	10	5	5	15	–	2250	2,B	3	6750		L,R
100	Behemoth	❹	Back		15	22	8	0	5	5	5	0	–	2250					
101	Behemoth	❹	Belly		22	15	5	0	0	0	0	0	–	4500					
102	Behemoth	❷	Hindlegs		30	55	10	0	10	10	25	5	–	1650					L,R
103	Behemoth	❸	Tail		45	25	15	25	5	15	5	5	–	1200					
104	Behemoth	❸	Tail Tip		50	25	35	25	20	20	20	10	–					2000	
105	Beotodus	❶	Head		46	50	45	25	10	15	0	0	100	140	^	12	420		
106	Beotodus	❶	Head	Snow	30	34	25	25	0	5	0	0	–	80			80		
107	Beotodus	❸	Body/Back		35	35	35	20	5	10	0	0	–	180	^	6	180		
108	Beotodus	❸	Body/Back	Snow	30	30	25	20	0	5	0	0	–	100			100		
109	Beotodus	❸	Legs		70	65	50	30	10	15	0	0	–	320			640		
110	Beotodus	❷	Tail		40	35	35	20	5	10	0	0	–	160	^	6	160		
111	Beotodus	❷	Tail	Snow	34	30	25	20	0	5	0	0	–	80			80		
112	Black Diablos	❶	Horn		19	37	15	0	20	10	25	0	100	200			200		x2 Break
113	Black Diablos	❶	Head		43	55	30	0	25	10	30	0	100	200					
114	Black Diablos	❶	Neck		40	40	25	0	15	5	20	0	–						
115	Black Diablos	❸	Stomach		63	68	35	0	30	10	35	0	–						
116	Black Diablos	❸	Back		24	42	30	0	20	10	25	0	–	300			300		*Body
117	Black Diablos	❸	Wings		40	30	60	0	25	10	30	0	–	150					L,R
118	Black Diablos	❷	Legs		35	35	35	0	10	5	15	0	–	200	1	6			L,R
119	Black Diablos	❶	Tail		45	24	45	0	20	10	15	0	–	300				500	
120	Black Diablos	❶	Tail Tip		20	24	10	0	20	10	25	0	–						
121	Blackveil Vaal Hazak	❶	Head		65	75	50	15	5	10	15	0	100	300	2	5	900		
122	Blackveil Vaal Hazak	❶	Head 	Broken	75	85	60	20	5	10	15	25	100						
123	Blackveil Vaal Hazak	❶	Neck		30	30	25	10	5	5	10	15	–						
124	Blackveil Vaal Hazak	❸	Chest		30	30	25	10	5	5	10	15	–	150					
125	Blackveil Vaal Hazak	❸	Chest	Spore Sac	60	65	45	15	10	10	10	20	–	200					
126	Blackveil Vaal Hazak	❸	Stomach		35	40	25	15	5	5	10	0	–	300			300		
127	Blackveil Vaal Hazak	❸	Stomach 	Broken	45	50	35	20	5	10	15	25	–						
128	Blackveil Vaal Hazak	❸	Back		25	24	20	15	5	5	10	0	–						
129	Blackveil Vaal Hazak	❸	Back 	Broken	45	45	30	20	5	10	15	25	–						
130	Blackveil Vaal Hazak	❸	Hindlegs		23	23	20	5	0	0	0	5	–	250					L,R
131	Blackveil Vaal Hazak	❷	Forelegs		45	40	20	10	0	0	5	5	–	130			130		L,R
132	Blackveil Vaal Hazak	❷	Forelegs 	Broken	50	45	30	15	5	5	10	20	–						
133	Blackveil Vaal Hazak	❷	Wings		23	23	25	15	5	10	10	15	–	150					
134	Blackveil Vaal Hazak	❹	Tail		30	24	30	15	5	10	10	15	–	120					
135	Blackveil Vaal Hazak	❹	Tail	Spore Sac	60	55	45	15	10	10	10	20	–	200					
136	Blackveil Vaal Hazak	❹	Tail Tip		50	25	40	15	5	10	10	15	–	120				240	
137	Brachydios	❶	Head		55	60	45	0	15	10	20	5	100	250	2	8	1000		
138	Brachydios	❶	Neck		30	30	25	0	15	5	20	5	–						
139	Brachydios	❸	Body		30	30	25	0	10	5	15	0	–	350					
140	Brachydios	❶	Forearms 		40	40	35	0	15	5	30	0	–	200			400		L,R
141	Brachydios	❷	Hind Legs		30	30	20	0	10	5	15	0	–	150					L,R
142	Brachydios	❸	Tail		50	45	50	0	15	10	15	5	–	200					
143	Brachydios	❸	Tail Tip		20	20	15	0	5	5	10	10	–	200				350	
144	Brute Tigrex	❶	Head		55	60	45	0	25	15	10	15	100	300			300		
145	Brute Tigrex	❶	Neck		25	25	15	5	15	15	12	15	–						
146	Brute Tigrex	❸	Belly		25	25	15	5	15	15	12	15	–	450					
147	Brute Tigrex	❸	Back		25	25	15	0	15	15	10	15	–						
148	Brute Tigrex	❷	Forelegs		45	40	30	0	20	18	12	5	–	300	2	8	600		L,R
149	Brute Tigrex	❸	Hindlegs		30	30	20	0	15	10	12	10	–	250					L,R
150	Brute Tigrex	❹	Tail		35	30	25	0	10	5	0	5	–						
151	Brute Tigrex	❹	Tail Tip		35	30	25	0	10	10	0	10	–	350				350	
152	Coral Pukei-Pukei	❶	Head		60	65	45	10	0	15	30	10	100	500			1000		
153	Coral Pukei-Pukei	❸	Body		30	30	25	5	0	5	15	5	–	350			350		
154	Coral Pukei-Pukei	❷	Wings		34	34	40	5	0	10	25	5	–	260			260		L,R
155	Coral Pukei-Pukei	❸	Legs		30	30	25	5	0	10	20	5	–	290	1	8			L,R
156	Coral Pukei-Pukei	❹	Tail		40	35	30	5	0	10	25	5	–	500				350	
157	Deviljho	❶	Head		60	70	60	10	10	15	5	15	100	350					
158	Deviljho	❸	Chest		37	37	35	15	15	20	10	20	–	100					
159	Deviljho	❸	Torso		25	25	25	5	5	20	5	20	–	400					
160	Deviljho	❷	Forelegs		30	30	30	5	5	20	5	20	–	150					
161	Deviljho	❷	Hindlegs		45	38	35	5	5	10	5	10	–	200	1,2	3			L,R
162	Deviljho	❹	Tail		40	35	25	5	5	20	5	20	–	180				540	
163	Deviljho	❶	Head 	Enraged	45	50	45	15	15	20	10	20	100	350	Chrg	12			
164	Deviljho	❸	Chest 	Enraged	75	75	70	20	20	25	15	25	–	100					
165	Deviljho	❸	Torso 	Enraged	22	22	20	10	10	25	10	25	–	400					
166	Deviljho	❷	Forelegs 	Enraged	25	25	25	10	10	25	10	25	–	150					
167	Deviljho	❷	Hindlegs 	Enraged	25	25	25	10	10	15	5	15	–	200	2	3			L,R
168	Deviljho	❹	Tail 	Enraged	25	25	20	5	5	20	5	20	–	180				540	
169	Diablos	❶	Horn		21	42	20	0	20	10	25	20	100	200			200		x2 Break
170	Diablos	❶	Head		45	63	40	0	25	10	30	25	100	200					
171	Diablos	❶	Neck		40	40	25	0	15	5	20	15	–						
172	Diablos	❸	Stomach		73	78	40	0	30	10	35	30	–						
173	Diablos	❸	Back		24	42	35	0	20	10	25	20	–	300			600		*Body
174	Diablos	❸	Wings		40	30	60	0	25	10	30	25	–	150			150		L,R
175	Diablos	❷	Legs		35	35	35	0	10	5	15	10	–	200	1	6			L,R
176	Diablos	❶	Tail		50	24	45	0	20	10	15	20	–	300				500	
177	Diablos	❶	Tail Tip		23	33	10	0	20	10	25	20	–						
178	Dodogama	❶	Head		35	35	25	0	20	30	20	10	100	150			750		
179	Dodogama	❶	Head 	Rock 1	75	75	65	0	20	30	20	10	100						
180	Dodogama	❶	Head 	Rock 2	100	100	90	0	20	30	20	10	100						
181	Dodogama	❶	Neck		30	30	20	0	10	25	10	5	100						
182	Dodogama	❶	Neck 	Rock 1	65	65	55	0	10	25	10	5	100						
183	Dodogama	❶	Neck 	Rock 2	90	90	80	0	10	25	10	5	100						
184	Dodogama	❸	Body		45	45	40	0	5	10	5	5	–	300					
185	Dodogama	❸	Back		45	45	40	0	5	10	5	5	–						
186	Dodogama	❷	Forelegs		45	45	40	0	5	10	5	5	–	210	2	8	210		
187	Dodogama	❷	Hindlegs		45	45	40	0	5	10	5	5	–	240	1	8			
188	Dodogama	❹	Tail		60	60	50	0	10	15	10	5	–	100				270	
189	Ebony Odogaron	❶	Head		43	45	45	25	35	25	25	5	100	200			400		
190	Ebony Odogaron	❶	Head	Broken	65	75	55	20	25	20	20	5	100						
191	Ebony Odogaron	❶	Neck		25	30	25	15	20	15	15	5	100						
192	Ebony Odogaron	❸	Body		25	25	20	10	15	10	10	5	–	450					
193	Ebony Odogaron	❸	Back		25	25	20	10	15	10	10	5	–						
194	Ebony Odogaron	❶	Forelegs		34	38	30	20	30	20	20	5	–	220	B	6	220		
195	Ebony Odogaron	❶	Forelegs	Broken	45	45	40	10	20	10	10	5	–						
196	Ebony Odogaron	❷	Hindlegs		30	30	25	20	30	20	20	5	–	200	B	6	200		
197	Ebony Odogaron	❷	Hindlegs	Broken	50	50	40	10	20	10	10	5	–						
198	Ebony Odogaron	❸	Tail		25	22	25	20	30	20	20	5	–	250	^	4	250		
199	Ebony Odogaron	❸	Tail	Broken	50	45	45	10	15	10	10	5	–						
200	Ebony Odogaron	❸	Tail Tip		45	30	40	15	20	15	15	5	–					500	
201	Fatalis	❶	Head		75	75	33	17	5	5	12	25	–	450	B	12	1350	2700	x2 Break
202	Fatalis	❶	Neck		40	40	7	10	5	5	5	13	–	500					
203	Fatalis	❸	Chest		45	45	45	13	5	5	10	15	–	675			1350		
204	Fatalis	❸	Chest	Critical	70	70	48	5	5	5	10	15	–						
205	Fatalis	❸	Back		25	25	5	7	5	5	5	10	–	500					
206	Fatalis	❷	Wings		25	30	35	10	5	5	5	13	–	200			200		L,R
207	Fatalis	❸	Front Legs		45	45	45	15	5	5	12	17	–	500					L,R*
208	Fatalis	❷	Hind Legs		25	25	5	10	5	5	5	13	–	500					L,R
209	Fatalis	❹	Tail		25	20	5	10	5	5	5	13	–	400					
210	Frostfang Barioth	❶	Head		65	70	55	20	10	15	0	15	100	420			420	840	x2 Break
211	Frostfang Barioth	❶	Neck/Back		30	30	25	5	5	5	0	5	–						
212	Frostfang Barioth	❸	Belly		38	38	25	10	0	5	0	5	–	400					
213	Frostfang Barioth	❷	Claws		21	45	25	35	5	25	0	10	–	200	B	9	400		L,R
214	Frostfang Barioth	❷	Claws	Broken	25	45	30	20	5	15	0	10	–		2	5			
215	Frostfang Barioth	❷	Wings		30	45	20	10	0	5	0	5	–						
216	Frostfang Barioth	❷	Forelegs		40	45	35	15	0	10	0	5	–						
217	Frostfang Barioth	❸	Hindlegs		25	24	25	5	5	5	0	5	–	220					L,R
218	Frostfang Barioth	❹	Tail		45	23	45	10	0	5	0	5	–	200					
219	Frostfang Barioth	❹	Tail Tip		60	40	40	15	0	10	0	5	–	200				400	
220	Fulgur Anjanath	❶	Nose		65	60	55	15	20	0	30	10	100						
221	Fulgur Anjanath	❶	Nose	Charged	65	60	55	15	35	0	20	10	100						
222	Fulgur Anjanath	❶	Head		60	60	45	10	15	0	25	5	100	150			750		
223	Fulgur Anjanath	❶	Head	Charged	55	55	45	10	25	0	15	5	100						
224	Fulgur Anjanath	❶	Neck		30	30	10	5	15	0	20	5	–						
225	Fulgur Anjanath	❶	Neck	Charged	23	23	10	5	20	0	15	5	–						
226	Fulgur Anjanath	❸	Wings		65	45	55	15	20	0	30	10	–						
227	Fulgur Anjanath	❸	Wings	Charged	55	40	50	15	35	0	20	10	–						
228	Fulgur Anjanath	❸	Body		30	30	45	5	10	0	15	0	–	350					
229	Fulgur Anjanath	❸	Body	Charged	23	23	40	5	15	0	10	0	–						
230	Fulgur Anjanath	❷	Legs		30	30	10	5	10	0	15	0	–	80	3	3	240		L,R
231	Fulgur Anjanath	❷	Legs	Charged	35	35	15	5	15	0	10	0	–						
232	Fulgur Anjanath	❷	Legs 	Broken	45	45	50	5	15	0	15	0	–						
233	Fulgur Anjanath	❸	Tail		60	60	75	10	15	0	20	5	–	100				350	
234	Fulgur Anjanath	❸	Tail	Charged	55	55	70	10	20	0	15	5	–						
235	Fulgur Anjanath	❸	Tail	Broken	60	60	75	10	15	0	15	5	–						
236	Furious Rajang	❶	Head		55	57	45	0	5	0	20	0	100	600	1	10	600	1200	x2 Break
237	Furious Rajang	❶	Head	Rampage	60	62	50	0	5	0	20	0	100						
238	Furious Rajang	❸	Forelegs		38	38	30	0	5	0	10	0	–	250	1	10	250		L,R
239	Furious Rajang	❸	Forelegs	Rampage	5	5	5	0	5	0	10	0	–						
240	Furious Rajang	❷	Hindlegs		21	21	15	0	5	0	10	0	–	240					
241	Furious Rajang	❸	Body		30	35	20	0	5	0	10	0	–	350					
242	Glavenus	❶	Head		50	55	30	0	25	10	15	15	100	350	^	3	700		x2 Break
243	Glavenus	❶	Neck		37	37	25	0	20	10	13	10	–						
244	Glavenus	❶	Throat		65	65	45	0	30	10	15	10	–						
245	Glavenus	❸	Back		45	45	35	0	20	5	10	10	–	250			250		
246	Glavenus	❸	Body		20	20	30	0	15	5	10	10	–	200					
247	Glavenus	❹	Forearms		20	20	18	0	15	5	5	5	–	200			200		
248	Glavenus	❷	Hind Legs		37	35	25	0	15	5	5	5	–	180	2	6			L,R
249	Glavenus	❶	Tail Base		37	35	25	0	20	10	15	15	–						
250	Glavenus	❶	Tail		37	35	25	0	20	5	10	10	–	200			200		
251	Glavenus	❶	Tail	Rusted	20	20	15	0	15	5	5	5	–						
252	Glavenus	❶	Tail	Heating	65	60	45	0	25	10	15	15	–					270	
253	Gold Rathian	❶	Head		20	20	20	0	5	10	5	0	100	240	^	12	480		
254	Gold Rathian	❶	Head	Broken	55	60	50	0	20	30	10	0	100						
255	Gold Rathian	❶	Neck		20	20	20	0	5	10	5	0	–						
256	Gold Rathian	❶	Neck	Broken	30	35	30	0	20	30	10	0	–						
257	Gold Rathian	❸	Body		25	30	30	5	10	15	10	0	–						
258	Gold Rathian	❸	Back		20	20	15	0	5	10	5	0	–	350			350		
259	Gold Rathian	❷	Wings	 	44	44	45	0	15	20	10	0	–	230	3^	12	230		L,R
260	Gold Rathian	❸	Legs		38	35	28	0	10	10	5	0	–	240	2	8			L,R
261	Gold Rathian	❹	Tail		20	20	15	0	5	10	5	0	–						
262	Gold Rathian	❹	Tail Tip		45	45	35	0	10	10	5	0	–	300				1100	
263	Great Girros	❶	Head		80	85	75	15	30	0	20	10	100	210			420		
264	Great Girros	❶	Neck		40	45	35	5	20	0	10	5	100						
265	Great Girros	❸	Body		35	35	30	0	15	0	5	0	–	360					
266	Great Girros	❸	Back		35	35	30	0	15	0	5	0	–						
267	Great Girros	❷	Forelegs		55	50	45	10	25	0	15	5	–	240	1	8	240		
268	Great Girros	❷	Hindlegs		40	40	35	0	15	0	5	0	–	270	1	8			
269	Great Girros	❹	Tail		50	45	40	5	20	0	10	5	–	300				270	
270	Great Jagras	❶	Head		80	85	75	30	0	20	15	10	100	150			300		
271	Great Jagras	❶	Neck		65	70	60	20	0	10	5	5	100						
272	Great Jagras	❸	Body		50	45	40	20	0	10	5	0	–	300					
273	Great Jagras	❸	Stomach 	Inflated	90	95	85	30	0	20	15	10	–	120			360		
274	Great Jagras	❸	Back		45	40	35	15	0	5	5	0	–						
275	Great Jagras	❷	Forelegs		65	60	55	25	0	15	10	5	–	210	2	8	210		
276	Great Jagras	❷	Hindlegs		45	40	35	15	0	5	0	0	–	240	1	8			
277	Great Jagras	❹	Tail		45	45	40	15	0	5	0	0	–	270					
278	Jyuratodus	❶	Head		63	63	63	5	0	10	5	5	100	100	^	5	400		
279	Jyuratodus	❶	Head 	Mud	50	50	40	0	25	0	5	5	100	100			100		
280	Jyuratodus	❶	Neck		43	43	43	5	0	10	5	5	–						
281	Jyuratodus	❷	Body		35	35	35	10	0	25	5	5	–	300	^	5	300		
282	Jyuratodus	❷	Body 	Mud	30	30	25	0	25	0	5	5	–	100			300		
283	Jyuratodus	❷	Back		25	25	25	5	0	15	5	5	–						
284	Jyuratodus	❷	Fins		25	25	25	10	0	20	5	5	–						
285	Jyuratodus	❷	Legs		30	30	25	15	0	30	5	5	–	240	1	10	480		L,R
286	Jyuratodus	❷	Legs 	Mud	35	35	30	0	25	0	5	5	–	100			200		L,R
287	Jyuratodus	❸	Tail		55	50	45	5	0	10	5	5	–	100			300		
288	Jyuratodus	❸	Tail 	Mud	50	50	40	0	25	0	5	5	–	100			100		
289	Kirin	❶	Head		55	55	45	25	20	0	20	5	100	200	2	6	200		≤15% HP
290	Kirin	❸	Body		31	31	22	20	15	0	15	5	–	240					
291	Kirin	❸	Body 	Electric	20	20	10	15	10	0	10	5	–						
292	Kirin	❷	Lower Body		29	29	20	20	15	0	15	5	–	260					
293	Kirin	❷	Lower Body 	Electric	20	20	10	15	10	0	10	5	–						
294	Kulu-Ya-Ku	❶	Head		85	85	75	15	20	15	15	15	100	180			180		
295	Kulu-Ya-Ku	❶	Forearms		65	70	55	15	20	15	15	15	–	160			160		
296	Kulu-Ya-Ku	❷	Body		45	45	40	15	20	15	15	15	–	200	3	10			
297	Kulu-Ya-Ku	❶	Tail		55	50	35	15	20	15	15	15	–	160					
298	Kulu-Ya-Ku	❸	Rock		5	5	5	5	20	5	5	5	–	15					
299	Kulve Taroth	❶	Head		25	30	10	5	10	25	0	5	100	540			540		
300	Kulve Taroth	❸	Chest		50	45	45	0	20	0	40	25	–				100		L,R
301	Kulve Taroth	❷	Exp. Foreleg		50	40	30	0	20	0	40	25	–						
302	Kulve Taroth	❷	Forelegs		25	30	10	5	10	25	0	5	–				120		L,R
303	Kulve Taroth	❷	Hindlegs		40	35	15	0	10	0	30	15	–						
304	Kulve Taroth	❸	Body		25	30	10	5	10	25	0	5	–	720					
305	Kulve Taroth	❸	Tail		25	30	10	5	10	25	0	5	–				120		2L,2R
306	Kulve Taroth	❶	Head 	Molten	60	75	30	25	30	50	0	25	100						
307	Kulve Taroth	❷	Forelegs	Molten	60	75	30	25	30	50	0	25	–				120		L,R
308	Kulve Taroth	❸	Body 	Molten	60	75	30	25	30	50	0	25	–	720					
309	Kulve Taroth	❸	Tail 	Molten	60	75	30	25	30	50	0	25	–				120		2L,2R
310	Kulve Taroth	❶	Head 	Released	80	85	25	0	30	0	50	35	100	540			540		
311	Kulve Taroth	❸	Chest 	Released	50	45	45	0	20	0	40	25	–	720					
312	Kulve Taroth	❷	Forelegs 	Released	50	40	30	0	20	0	40	25	–	400	2				
313	Kulve Taroth	❷	Hindlegs 	Released	40	35	15	0	10	0	30	15	–	400	4				
314	Kulve Taroth	❸	Body 	Released	35	35	20	0	10	0	30	15	–	720					
315	Kulve Taroth	❸	Tail 	Released	40	45	20	0	10	0	30	15	–				540		
316	Kushala Daora	❶	Head		55	50	45	10	5	20	0	10	100	300	1	8	1500		≤15% HP
317	Kushala Daora	❶	Neck		40	35	25	10	5	15	0	5	–						
318	Kushala Daora	❸	Body		35	50	25	10	5	15	0	10	–	100					
319	Kushala Daora	❷	Wings		20	15	20	10	5	20	0	15	–	100			200		
320	Kushala Daora	❸	Back		20	25	30	10	5	15	0	10	–						
321	Kushala Daora	❸	Forelegs		45	50	30	10	5	20	0	10	–	120	^	5			
322	Kushala Daora	❸	Hindlegs		30	30	25	10	5	15	0	5	–	120	^	5			
323	Kushala Daora	❹	Tail		35	30	55	10	5	20	0	15	–	140				400	
324	Lavasioth	❶	Head 	Hardened	15	20	15	50	15	0	0	5	100						
325	Lavasioth	❶	Head 	Broken	35	40	35	5	35	15	15	5	100						
326	Lavasioth	❶	Head 	Heated	55	60	55	0	45	10	10	5	100	100			600		
327	Lavasioth	❶	Neck		15	15	15	10	10	0	0	5	–						
328	Lavasioth	❸	Abdomen		35	35	35	10	10	0	0	5	–	100					
329	Lavasioth	❸	Body	Hardened	20	20	20	10	15	0	0	5	–						
330	Lavasioth	❸	Body	Broken	35	35	35	5	30	20	20	5	–						
331	Lavasioth	❸	Body	Heated	50	45	50	0	35	15	15	5	–	300			600		
332	Lavasioth	❸	Fins		30	30	30	10	10	0	0	5	–						
333	Lavasioth	❷	Legs 	Hardened	15	15	15	10	5	0	0	5	–						
334	Lavasioth	❷	Legs 	Broken	30	30	30	5	25	5	5	5	–						
335	Lavasioth	❷	Legs 	Heated	40	40	40	0	30	5	5	5	–	120	B	10	480		L,R
336	Lavasioth	❶	Tail 	Hardened	20	15	20	10	10	0	0	5	–						
337	Lavasioth	❶	Tail 	Broken	35	30	35	5	30	15	15	5	–						
338	Lavasioth	❶	Tail 	Heated	45	40	45	0	35	10	10	5	–	100			400		
339	Legiana	❶	Head		65	70	60	20	15	25	0	10	100	210	^	12	420		
340	Legiana	❶	Neck		35	40	30	10	5	15	0	5	–						
341	Legiana	❸	Body		25	25	20	10	5	15	0	5	–	300			300		
342	Legiana	❸	Back		25	25	20	10	5	15	0	5	–						
