251	243	237,680,547,602,683,689,21,7,1
252	243	237,994,1040,1001,1012,1003,7,5,7
253	247	1113,197,198,199,195,201,148,14,38
254	242	190,187,188,199,190,191,148,4,2
255	252	2617,96,432,259,99,435,311,4,36
256	243	416,187,188,189,195,191,148,2,4
257	242	190,187,188,199,190,191,148,2,4
258	242	190,187,188,199,190,191,148,2,4
259	242	190,187,188,199,190,191,148,2,4
260	242	190,187,188,199,190,191,148,2,4
261	243	416,187,198,199,195,201,148,2,4
262	243	4509,16,157,158,154,20,148,2,4
263	253	2791,1131,1127,1168,997,1080,12,7,9
264	245	1348,192,198,199,195,181,148,1,24
265	253	4102,192,193,199,195,191,148,4,2
266	242	190,197,198,199,200,191,148,4,2
267	242	190,197,198,199,200,191,148,4,2
268	252	2617,481,482,809,79,485,35,1,3
269	242	190,197,198,199,195,191,148,4,2
270	253	2863,197,198,199,195,191,148,4,2
271	243	274,581,482,483,484,811,21,7,1
272	250	1981,501,502,18,19,505,11,7,3
273	243	410,96,97,158,159,160,148,8,2
274	243	416,197,198,199,195,191,148,5,1
275	253	2741,131,137,393,79,140,148,35,1
276	242	55,802,298,78,300,130,7,1,8
277	243	416,1,298,8,9,10,5,4,2
278	243	4508,106,107,108,109,361,148,2,8
279	243	4508,106,107,108,109,361,148,2,8
280	254	4571,182,193,199,195,201,148,2,38
281	254	2331,106,107,128,109,1665,148,1,37
282	243	395,146,147,148,149,150,156,4,2
283	244	820,26,517,28,29,520,6,2,8
284	242	190,197,198,199,195,191,148,2,4
285	248	4112,197,178,199,195,201,10,2,34
286	243	416,197,198,199,195,191,148,2,38
287	245	1342,26,137,28,29,140,189,14,4
288	243	266,21,27,28,9,10,70,2,4
289	248	2986,1019,507,513,509,510,46,3,1
290	248	2984,1019,889,961,1022,958,204,1,3
291	245	1348,197,542,199,200,201,298,6,40
292	252	2606,1151,1152,1456,1084,1095,8,1,3
293	243	395,26,42,28,29,361,46,2,4
294	252	2606,1291,1402,1303,1236,1458,250,5,11
295	253	2740,71,72,73,74,75,259,1,3
296	253	2755,481,482,473,484,475,46,3,1
297	250	1982,146,147,18,19,150,10,4,8
298	250	1982,42,42,83,84,50,295,15,16
299	253	2743,1203,1152,991,1206,993,191,1,3
300	252	2606,1223,1247,1303,1174,1458,5,7,6
301	251	2220,26,27,179,29,181,148,2,38
302	244	748,26,27,28,69,70,46,2,4
303	244	748,26,27,28,69,70,46,2,4
304	254	2341,106,107,393,109,1665,148,2,4
305	243	266,26,7,28,29,10,83,1,3
306	241	504,6,157,279,9,361,115,1,9
307	241	504,6,157,279,9,361,83,1,9
309	241	651,187,188,189,195,191,148,2,38
310	243	408,26,137,28,29,140,148,2,38
311	243	408,924,137,28,29,140,5,2,4
312	242	55,212,268,587,215,674,7,1,3
313	251	2226,6,198,199,200,201,148,2,8
314	251	2226,6,198,199,200,201,148,2,8
315	242	55,367,27,28,29,361,21,1,3
316	242	55,367,27,28,29,361,21,1,3
317	253	2755,1066,422,523,454,475,190,1,7
318	245	4050,192,198,18,200,201,70,14,34
319	253	2753,1203,1152,991,1206,993,190,7,3
320	250	1875,26,298,28,29,361,83,1,4
321	243	410,156,152,158,99,100,118,2,4
322	243	410,156,157,158,99,100,148,2,4
323	243	416,197,198,199,200,201,148,2,4
324	253	2731,476,522,523,479,485,7,1,9
325	245	1348,192,198,199,200,201,148,2,14
326	252	4099,197,198,133,200,201,33,24,14
327	248	3008,730,746,737,748,744,196,10,12
328	248	3008,745,746,737,748,739,196,8,14
329	254	2404,1151,1152,1078,1084,1038,173,5,37
330	253	2755,1066,422,523,449,475,190,1,7
331	243	276,217,482,483,215,485,21,7,1
332	243	416,197,198,199,200,201,5,1,3
333	243	266,367,27,28,29,181,150,1,38
334	254	2427,96,97,354,99,95,110,32,14
335	254	2427,96,97,354,99,95,114,32,14
336	251	2226,197,198,199,195,191,148,4,2
337	243	266,187,188,189,200,191,148,2,14
338	242	181,6,7,8,285,10,150,2,4
339	242	35,6,7,8,285,10,150,2,4
340	242	100,6,382,8,9,10,126,8,1
341	242	181,187,188,68,190,191,150,2,4
342	250	4560,26,298,28,29,361,83,1,4
343	253	2731,287,137,28,454,361,189,1,7
344	254	2439,755,808,28,454,361,171,1,3
345	243	274,362,353,354,360,361,21,1,3
346	243	416,197,198,199,195,196,148,2,4
347	245	1348,197,198,199,200,160,216,14,4
348	243	274,217,392,349,379,380,21,1,3
349	242	55,317,2,8,9,10,125,1,8
350	244	4526,146,147,199,200,150,148,40,2
351	242	5,898,905,1052,1032,1054,7,3,1
352	254	2398,1661,1662,1663,59,1665,151,1,3
353	244	4522,197,193,199,195,201,73,2,8
354	243	408,26,137,28,29,140,114,38,2
355	242	55,506,422,483,514,420,126,1,6
356	243	395,802,482,804,479,485,46,6,9
357	254	2387,934,955,926,881,963,171,5,1
358	243	395,217,482,483,215,485,46,7,1
359	242	188,136,137,179,190,191,150,1,3
360	244	881,197,198,199,200,155,148,2,4
361	242	190,187,188,199,190,191,148,4,2
362	242	190,197,198,199,200,181,125,2,4
363	242	190,197,198,199,200,191,148,4,8
364	242	190,197,198,199,200,191,148,4,8
365	243	395,217,482,483,215,485,46,7,1
366	242	55,26,27,1663,29,361,120,2,4
367	251	2189,167,97,169,99,171,10,2,6
368	242	183,146,198,199,190,191,148,1,3
369	250	1995,26,27,18,19,30,189,1,3
370	244	754,56,482,483,434,485,21,14,2
371	244	754,56,482,483,434,485,21,14,2
372	254	2396,934,955,830,967,928,171,5,1
373	254	2404,934,955,916,967,928,171,5,1
374	254	2325,934,955,926,967,928,171,5,1
375	254	2387,1146,1152,1123,1149,1038,171,5,37
376	254	2338,1151,1152,1123,871,1038,171,5,37
377	254	2396,1151,1152,830,836,1038,171,5,37
378	254	2325,999,1000,1041,1032,1038,171,5,37
379	254	2404,1151,1152,1123,836,1038,171,5,37
380	245	1261,802,1020,855,856,857,119,2,8
381	242	181,26,137,28,29,140,148,1,4
382	242	190,197,198,199,195,181,148,4,2
383	242	190,187,188,199,190,191,148,2,4
384	244	4526,197,198,199,195,201,148,2,4
385	243	416,187,188,189,195,191,148,2,40
386	243	416,187,188,189,195,191,148,2,40
387	242	145,26,27,28,300,361,126,1,3
388	242	145,26,27,28,300,361,126,1,3
389	244	881,197,198,199,195,155,169,2,4
390	243	277,26,27,28,215,251,21,1,3
391	243	253,386,47,393,370,135,119,2,4
392	245	1337,81,82,83,84,85,201,6,14
393	247	1113,197,198,199,195,181,148,3,33
394	247	1113,197,198,199,195,181,148,36,4
395	245	1200,924,910,855,982,928,190,3,1
396	243	410,197,157,158,195,155,148,2,38
397	249	1784,167,97,169,99,171,128,2,4
398	242	181,6,392,8,9,10,125,2,4
399	254	2325,1071,1072,1041,1032,1038,171,5,37
400	251	2091,501,482,443,484,485,7,9,7
401	243	4510,979,980,936,982,983,116,7,15
402	246	4062,192,198,199,200,110,33,2,6
403	242	190,187,188,194,190,191,148,4,2
404	248	4112,197,198,199,200,181,196,2,4
405	250	1937,665,298,548,295,629,140,36,2
406	250	1982,46,318,48,49,321,7,8,1
407	254	2327,441,442,443,479,410,171,38,2
408	242	55,6,392,1663,454,361,7,1,3
409	242	145,26,422,28,29,664,125,10,2
410	242	5,853,1030,855,856,857,126,7,5
411	253	4102,192,198,18,195,201,148,36,2
412	253	4102,192,198,18,195,201,148,36,2
413	253	4586,136,353,68,69,135,148,2,4
414	242	190,187,188,199,190,191,148,2,4
415	242	190,187,188,199,190,191,148,2,4
416	254	4571,56,57,28,59,55,84,6,1
417	245	1348,192,198,199,195,191,148,4,36
418	253	4102,136,157,138,139,140,114,2,4
419	254	2387,934,930,966,871,963,171,5,1
420	254	2369,898,834,1021,1084,1080,121,5,1
421	243	416,197,198,199,195,201,148,2,4
422	243	416,197,198,199,195,201,5,2,4
423	243	395,26,27,28,454,811,21,1,7
424	250	1981,883,577,483,683,271,228,6,40
425	249	1790,197,198,199,195,181,148,2,4
426	250	1920,496,422,443,514,475,35,6,8
427	253	4102,136,137,138,185,181,180,24,2
428	252	2484,1187,1000,1183,1206,1013,116,5,7
429	245	1200,136,382,473,454,475,116,3,1
430	242	181,26,137,28,29,140,125,2,4
431	253	2763,136,522,523,404,140,281,1,3
432	252	2604,481,482,523,514,485,163,1,3
433	254	2338,868,839,870,871,978,171,5,7
434	243	294,421,422,413,414,425,35,6,8
435	252	4099,146,147,148,149,150,311,2,4
436	245	4053,197,198,18,195,201,148,2,14
437	246	4062,192,198,108,200,196,33,2,35
438	242	181,6,298,8,9,10,123,36,2
439	243	408,26,137,28,29,140,150,2,4
440	249	1790,197,198,153,195,201,148,2,4
441	242	36,6,298,8,9,10,115,1,4
442	243	416,197,198,199,195,191,148,2,4
443	250	4560,146,147,148,149,150,188,2,4
444	247	1043,212,482,483,215,485,46,1,7
445	243	4512,21,27,28,9,10,70,2,4
446	250	2003,192,198,153,200,196,148,2,4
447	250	4560,192,198,153,195,201,83,2,4
448	250	2003,192,198,153,200,196,148,2,4
449	243	416,197,198,194,195,191,148,2,38
450	243	416,187,188,189,195,191,148,2,38
451	253	2859,146,188,189,149,150,311,36,2
452	251	2226,197,198,153,195,201,148,4,2
453	250	4560,146,147,148,149,150,148,2,4
454	251	2102,26,27,28,139,140,150,1,14
455	251	2102,26,27,28,9,385,150,1,14
456	254	2330,1661,107,1663,59,1665,83,2,4
457	254	4571,146,147,148,149,150,156,14,38
458	243	416,197,198,199,195,201,148,2,4
459	243	416,197,198,199,195,201,148,2,4
460	243	274,546,547,483,484,485,148,8,14
461	252	2639,111,112,359,514,120,134,1,8
462	254	2331,1661,107,28,109,1665,115,1,37
463	242	92,6,7,8,9,10,120,8,6
464	242	92,6,7,8,9,10,120,8,6
465	242	92,6,7,8,9,10,120,8,6
466	242	190,197,27,28,195,30,5,14,40
467	242	190,197,198,199,190,201,148,36,2
468	243	408,26,27,78,29,140,7,1,8
469	252	4099,111,112,483,114,485,35,1,7
470	249	4067,26,27,153,159,155,125,2,4
471	253	2747,476,482,473,454,480,190,1,7
472	251	2220,136,382,68,129,385,114,4,2
473	243	274,217,422,279,449,450,216,1,7
474	243	274,217,422,279,449,450,216,1,7
475	254	4091,197,193,199,195,361,148,2,38
476	242	181,26,137,28,29,140,148,2,38
477	242	54,446,422,587,449,674,46,8,3
478	243	237,680,547,587,683,674,36,7,3
479	242	44,511,512,508,688,674,123,8,5
480	241	4023,91,97,18,94,100,21,4,2
481	243	416,187,7,8,195,191,119,2,4
482	253	2731,481,308,523,484,485,190,1,7
483	253	2731,481,308,523,484,485,190,1,7
484	250	1920,496,422,443,663,475,35,8,1
485	243	416,197,198,199,195,361,148,2,4
486	250	1920,496,422,473,514,475,37,8,1
487	242	183,187,188,393,190,191,115,1,8
488	251	2097,96,97,108,99,80,33,2,4
489	252	4099,197,198,133,200,201,33,2,4
490	253	4102,192,198,18,195,201,148,2,4
491	253	2863,197,198,199,195,201,148,4,2
492	248	2916,506,507,513,509,510,197,4,2
493	243	342,924,925,18,19,928,263,1,3
494	243	342,924,925,18,19,928,263,1,3
495	243	416,197,198,199,195,201,148,4,2
496	245	4053,197,198,18,195,201,148,2,14
497	250	1995,136,298,133,134,140,188,4,1
498	243	416,197,198,199,200,191,148,4,2
499	247	1113,26,47,78,200,150,33,2,4
500	251	2226,197,198,199,195,191,5,1,3
501	249	1790,197,198,153,195,201,148,4,2
502	250	2003,192,198,199,195,191,148,2,4
503	247	938,898,1035,835,1079,1150,46,3,1
504	253	2741,1066,377,78,454,45,189,1,7
505	243	374,21,22,28,54,135,5,2,8
506	243	374,21,27,28,54,135,5,2,8
507	243	416,197,198,199,195,191,148,2,14
508	249	1790,197,198,153,200,201,148,2,4
509	241	651,197,173,199,195,201,148,2,4
510	249	4070,96,97,393,99,100,7,1,3
511	243	416,197,198,199,200,191,148,2,4
512	254	4571,182,193,199,195,201,148,1,7
513	243	293,924,874,926,841,928,7,1,3
514	243	389,924,27,28,200,191,148,2,4
515	242	190,197,198,199,200,201,119,40,14
516	253	2731,1066,368,78,370,50,189,1,7
517	242	55,486,422,488,454,490,46,1,7
518	242	187,802,808,1663,300,811,121,2,4
519	243	416,197,198,199,195,181,148,4,2
520	249	1790,197,198,153,195,201,148,2,4
521	249	1790,197,198,153,195,201,148,2,4
522	247	1113,197,198,199,195,191,148,4,14
523	244	748,212,482,478,215,480,116,5,11
524	242	181,26,298,28,300,30,47,1,8
525	253	2741,197,198,199,195,201,33,36,2
526	243	416,197,193,199,200,191,148,1,3
527	242	166,1004,1412,1011,1084,1080,131,5,37
528	242	190,187,188,199,190,191,33,14,40
529	242	190,187,188,199,190,191,148,4,40
530	242	190,187,188,199,190,191,148,4,40
531	254	2396,919,955,830,831,963,171,5,1
532	242	190,187,188,199,190,191,33,14,40
533	244	881,187,157,189,159,155,148,2,38
534	244	881,187,157,189,159,155,148,2,38
535	251	2226,187,198,199,195,201,148,2,4
536	247	938,1014,1152,1016,1022,1150,137,3,7
537	253	2747,136,472,473,200,201,46,6,8
538	254	4092,197,193,199,195,181,148,2,8
539	243	416,197,198,199,195,191,148,2,4
540	242	190,197,198,199,195,191,148,14,40
541	247	1113,197,198,199,200,201,148,2,4
542	243	408,167,97,169,170,100,114,2,4
543	243	416,197,198,199,195,191,148,2,4
544	253	4102,197,198,199,195,201,148,4,2
545	253	4102,197,198,199,195,201,148,4,2
546	243	416,197,198,194,195,191,148,2,4
547	243	416,197,193,199,195,191,148,2,4
548	243	416,197,193,199,195,191,148,2,4
549	242	190,187,188,194,190,191,148,4,2
550	242	181,26,132,23,139,30,5,8,10
551	242	181,26,132,23,139,30,5,8,10
552	242	181,26,132,23,139,30,5,8,10
553	242	181,26,132,23,139,30,5,8,10
554	242	181,26,132,23,139,30,5,8,10
555	251	2226,197,198,199,195,191,148,1,3
556	243	4017,391,137,28,29,140,148,4,4
557	243	395,26,137,28,139,30,116,1,10
558	243	395,26,137,28,139,30,116,1,10
559	244	754,26,27,28,139,140,6,2,4
560	242	190,197,198,199,200,191,33,14,40
561	244	889,197,198,199,195,201,5,2,24
562	242	55,26,27,1663,29,361,5,4,2
563	244	748,212,482,483,215,485,116,7,1
564	242	55,802,298,23,300,311,35,2,4
565	244	804,106,107,108,109,361,83,2,4
566	242	190,197,198,199,200,201,148,2,4
567	253	2755,212,422,473,454,465,190,1,3
568	245	1348,197,198,199,200,160,188,24,10
569	243	273,581,808,647,688,811,317,1,11
570	243	273,581,808,647,688,811,317,1,11
571	243	273,581,808,647,688,811,317,1,5
572	243	273,581,808,647,688,811,317,1,5
573	253	2863,192,198,199,195,191,148,1,3
574	243	416,197,198,199,195,201,148,2,4
575	249	1682,146,147,148,149,150,262,1,3
576	244	4526,177,178,179,180,181,83,4,2
577	246	1470,6,7,8,9,150,189,2,4
578	250	4560,131,198,199,200,201,148,4,2
579	250	4560,136,147,148,195,150,148,4,2
580	250	4560,131,198,199,200,181,148,4,2
581	244	740,391,137,8,9,140,85,1,5
582	251	2061,6,263,279,215,306,317,1,7
583	251	2061,6,263,279,215,361,317,1,7
584	241	647,26,137,28,29,140,150,1,3
585	253	4102,197,198,199,195,191,148,4,2
586	248	2984,807,701,612,603,714,35,7,9
587	244	4525,146,147,148,149,150,148,2,4
588	244	4525,146,147,148,149,150,148,2,4
589	247	973,26,137,28,29,140,5,2,4
590	242	4004,187,198,199,190,191,148,3,1
591	243	265,6,7,8,79,10,24,1,8
592	244	889,197,198,199,195,191,148,2,38
593	243	318,26,37,78,29,30,35,1,7
594	244	881,187,188,189,195,191,148,40,2
595	244	881,187,188,189,195,191,148,40,2
596	247	973,26,137,28,29,140,5,2,4
597	242	55,217,268,493,220,674,7,1,3
598	243	395,26,517,28,29,806,11,1,8
599	254	2326,802,417,647,584,948,171,1,3
600	241	576,802,641,712,579,644,123,1,2
601	243	408,26,27,28,99,100,21,2,8
602	243	416,187,188,189,195,191,5,2,38
603	243	266,187,188,393,190,191,115,1,8
604	251	2102,21,27,28,79,361,317,1,6
607	254	2358,1661,1662,284,1664,1665,1,1,3
608	249	1672,26,137,28,29,140,150,1,4
609	253	2741,126,122,78,99,95,188,14,7
610	251	2059,934,935,835,937,938,301,1,14
614	242	55,26,27,28,300,351,7,1,3
616	248	2916,307,512,538,514,515,198,14,10
617	253	2863,197,198,199,195,201,148,2,4
618	243	416,197,198,199,195,201,148,2,4
619	253	2863,197,198,199,195,201,33,2,4
620	251	2096,41,17,18,49,50,10,2,8
621	253	4102,187,198,199,195,201,5,36,2
622	243	294,421,422,538,419,540,193,8,2
623	243	416,197,198,199,195,201,148,2,24
624	242	190,197,193,194,195,196,33,2,8
625	254	2441,187,188,189,195,191,5,2,4
626	242	190,197,193,194,195,196,33,2,8
627	242	190,197,193,194,195,196,148,2,8
628	242	190,197,198,199,200,201,148,2,8
629	247	1080,21,47,23,29,361,35,1,8
630	251	2220,202,42,118,139,135,169,1,4
631	251	2220,202,42,118,139,135,169,1,4
632	247	1043,26,353,23,24,306,46,6,8
633	252	2497,136,137,138,139,50,33,4,14
634	252	2497,136,137,138,139,50,33,4,14
635	247	1106,136,137,179,139,181,34,14,2
636	245	1328,96,97,138,99,140,189,2,10
637	243	416,187,188,189,195,191,148,2,38
638	243	246,590,736,642,628,669,295,13,5
639	242	55,217,263,493,215,674,7,3,5
640	243	416,76,77,78,79,80,148,28,2
641	247	1113,197,198,199,195,201,148,14,38
642	242	167,506,507,508,509,510,198,4,38
643	243	416,187,188,189,195,191,148,2,4
644	253	2863,192,198,199,195,201,5,4,2
645	253	2863,197,193,199,195,191,148,4,2
647	249	1668,212,517,518,215,266,129,1,3
648	249	4549,146,152,153,149,150,148,4,2
649	243	395,802,808,647,688,811,21,1,9
650	243	416,197,198,194,195,201,148,4,2
651	243	237,969,970,971,972,973,116,5,11
652	243	352,26,27,28,69,70,116,3,1
653	243	352,26,27,28,139,140,114,3,1
654	243	263,765,786,647,584,585,115,4,6
655	254	2441,197,198,199,195,191,148,4,38
656	243	395,26,27,28,69,70,193,3,1
657	243	395,26,27,28,79,361,7,3,1
658	251	2226,197,198,153,200,201,148,1,3
659	251	2226,197,198,153,200,201,148,2,4
660	254	2412,436,437,448,444,410,1,5,3
661	250	4560,187,198,199,195,201,148,2,14
662	250	4560,146,147,148,149,150,148,2,14
663	244	881,6,157,158,9,160,95,1,37
664	243	408,26,178,28,29,181,144,2,4
665	243	374,386,482,483,479,361,5,2,8
666	243	374,386,482,483,479,361,117,2,8
667	243	374,386,482,483,479,361,117,2,8
668	243	374,386,482,483,479,361,117,2,8
669	242	190,197,198,199,200,191,148,4,2
670	243	416,197,198,199,200,191,5,4,2
671	250	2003,192,198,194,195,201,148,4,2
672	242	190,197,198,199,200,201,150,4,1
673	243	416,197,198,189,200,201,10,2,4
674	243	395,26,27,28,79,361,35,3,1
675	243	374,217,27,23,29,10,7,1,8
676	243	374,217,27,23,29,10,7,1,8
677	243	374,217,27,23,29,10,7,1,8
678	251	2226,197,198,199,200,201,148,2,4
679	242	5,1203,1030,1123,1032,1207,14,2,9
680	248	2916,177,178,174,175,171,21,12,36
681	244	4035,146,132,148,139,150,156,4,2
682	244	702,898,834,835,836,1150,46,1,3
683	253	2863,192,198,199,195,191,5,2,4
684	247	1113,197,198,199,200,191,148,4,2
685	247	1113,197,198,199,200,191,148,4,2
686	254	4571,187,157,158,154,160,83,2,4
687	253	2863,197,193,199,195,191,148,2,24
692	251	2226,197,198,199,195,191,148,4,2
693	242	190,197,198,199,195,191,148,2,4
695	243	416,197,193,199,195,191,148,2,4
696	243	416,197,193,199,195,191,148,2,4
697	243	416,197,193,199,195,191,148,2,4
698	243	416,197,193,199,195,191,148,2,4
699	254	4091,197,193,199,195,191,148,1,37
700	253	2820,131,127,179,129,181,279,1,5
701	244	772,26,27,23,139,140,167,1,3
702	251	2220,21,137,28,29,140,150,4,1
703	251	2220,21,137,28,29,140,150,4,1
704	254	4571,182,193,199,195,201,5,2,38
705	242	190,197,198,199,195,75,148,2,4
707	254	2441,197,193,199,195,191,148,38,28
708	242	190,197,198,199,200,201,33,4,2
709	252	2658,197,193,199,195,176,148,38,2
710	243	401,421,422,418,524,525,115,2,4
711	243	401,421,422,418,524,525,115,1,3
712	242	190,197,198,199,195,191,148,4,2
713	242	55,212,263,493,215,674,7,7,9
714	244	889,146,198,148,200,150,156,38,4
715	243	416,197,198,199,195,191,148,2,4
716	247	1113,197,198,199,195,390,148,14,38
717	251	2226,197,198,199,200,201,148,2,4
718	241	647,26,132,28,139,30,10,2,40
719	245	1348,197,198,199,200,160,5,2,8
720	243	266,367,27,28,29,361,21,1,4
721	244	4521,146,157,148,159,150,148,4,2
722	242	190,197,198,1663,200,201,148,4,14
723	251	2066,898,849,845,841,847,46,13,5
724	253	2731,126,42,78,129,356,189,10,1
725	252	4097,197,198,133,200,201,33,2,4
726	243	416,197,198,199,200,191,148,4,2
727	253	4102,136,142,148,139,145,156,36,2
728	247	938,898,1107,1424,1206,1150,116,6,3
729	253	2833,116,432,259,260,120,311,4,36
730	249	1667,406,482,523,753,644,117,3,9
731	246	4062,192,198,133,200,201,33,2,35
732	254	4092,187,193,199,195,191,148,2,38
733	253	2731,126,42,78,129,356,189,1,10
734	254	4092,187,193,199,195,201,148,2,38
